Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
Syinc. Inc.,Limited Business License,Renew,02-16-2015,02-15-2017,01-21-2015,41.93367236,-87.66005149,"(41.93367235566399, -87.66005149153412)"
Stillego,Regulated Business License,Issue,12-13-2013,12-15-2015,12-13-2013,41.91894483,-87.72186427,"(41.91894482641877, -87.72186426723432)"
Mercy'S Unisex  Salon,Limited Business License,Renew,01-16-2015,01-15-2017,01-12-2015,41.91682044,-87.74643856,"(41.91682044375505, -87.74643855561376)"
Kennelly Cleaner,Limited Business License,Renew,09-16-2013,09-15-2015,08-02-2013,41.91433428,-87.63466147,"(41.914334277393024, -87.63466147293144)"
Embassy Suites,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-05-2014,41.89250117,-87.62824274,"(41.89250116694964, -87.62824273781878)"
Universal Hvac Inc,Limited Business License,Renew,01-16-2015,01-15-2017,12-22-2014,41.83816898,-87.64512821,"(41.83816898039042, -87.64512821328391)"
H & H Body Shop,Motor Vehicle Services License,Renew,04-16-2014,04-15-2016,03-24-2014,41.91956177,-87.77079698,"(41.91956176568414, -87.7707969758863)"
Unisex Pro Elegance Beauty Sal,Limited Business License,Renew,12-16-2013,12-15-2015,11-25-2013,41.9678541,-87.77042272,"(41.96785409940699, -87.77042271530141)"
Urban Till Corp.,Wholesale Food Establishment,Issue,12-16-2014,01-15-2017,12-16-2014,41.8657822,-87.75982221,"(41.86578219576032, -87.75982221163846)"
Colorphonic,Limited Business License,Renew,06-16-2014,06-15-2016,05-21-2014,41.85221275,-87.64458461,"(41.85221274964164, -87.6445846110694)"
America'S Kids,Limited Business License,Renew,08-16-2014,08-15-2016,07-24-2014,41.90945777,-87.75064109,"(41.909457773526164, -87.75064109047516)"
M & I Lounge,Tobacco Retail Over Counter,Renew,10-16-2013,10-15-2015,09-13-2013,41.94534052,-87.79741589,"(41.9453405192124, -87.79741588579178)"
Bp Midway,Filling Station,Renew,06-16-2013,06-15-2015,06-14-2013,41.80589241,-87.7429617,"(41.80589240645148, -87.74296170235328)"
Dankha'S Auto Repair,Motor Vehicle Services License,Renew,02-16-2015,02-15-2017,12-16-2014,41.99768843,-87.68600797,"(41.997688426542666, -87.68600797350257)"
"Buckeridge Door Co, Inc.",Limited Business License,Renew,06-16-2013,06-15-2015,06-17-2013,,,
"Perez, Inc",Tobacco Retail Over Counter,Renew,06-16-2013,06-15-2015,05-31-2013,41.81837705,-87.69702214,"(41.818377048534536, -87.69702213922287)"
J & B Repair,Regulated Business License,Renew,07-16-2014,07-15-2016,06-11-2014,41.75674341,-87.63430481,"(41.75674340522731, -87.6343048065434)"
Dorothy'S African Hair Braiding,Limited Business License,Renew,07-16-2014,07-15-2016,08-13-2014,41.75038877,-87.65359125,"(41.75038877036571, -87.65359125346971)"
Freehling Pot And Pan Co,Retail Food Establishment,Renew,06-16-2014,06-15-2016,04-23-2014,41.79939208,-87.59252718,"(41.79939207994461, -87.59252717506219)"
"S & K Food & Liquor, Inc.",Package Goods,Renew,12-16-2014,12-15-2016,12-15-2014,41.75899276,-87.56037781,"(41.75899276178537, -87.56037781077926)"
American Premier Restoration,Regulated Business License,Renew,06-16-2014,06-15-2016,06-09-2014,41.92790766,-87.7942989,"(41.92790765776924, -87.79429889712046)"
Stop And Shop,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-03-2014,41.91101315,-87.63801771,"(41.91101314874418, -87.63801771166592)"
Irma'S Unisex,Limited Business License,Renew,08-16-2014,08-15-2016,07-21-2014,41.84048144,-87.70477156,"(41.84048144138263, -87.70477155904891)"
"Venta Airwasher, Inc.",Limited Business License,Issue,02-02-2015,02-15-2017,02-02-2015,41.88669712,-87.65903964,"(41.886697122870025, -87.65903963714334)"
Vera,Consumption on Premises - Incidental Activity,Renew,05-16-2014,05-15-2016,05-13-2014,41.88545575,-87.65315631,"(41.88545575025288, -87.65315630579407)"
"Tm Mind-Body Fitness, Inc.",Regulated Business License,Issue,08-02-2013,08-15-2015,08-02-2013,41.91774512,-87.65228707,"(41.917745114848415, -87.6522870690755)"
Dario Ramirez,Regulated Business License,Renew,06-16-2013,06-15-2015,06-19-2013,41.89511143,-87.67652661,"(41.895111428581075, -87.67652661089795)"
Don Pan Bakery,Retail Food Establishment,Renew,06-16-2013,06-15-2015,07-09-2013,41.7991955,-87.70386636,"(41.79919549590696, -87.70386635809794)"
Crawford Steel Company Inc,Manufacturing Establishments,Renew,06-16-2013,06-15-2015,04-30-2013,41.82706919,-87.70372052,"(41.82706919319734, -87.70372051635051)"
Schwab Rehab Hospital&Care Net,Regulated Business License,Renew,12-16-2013,12-15-2015,12-05-2013,41.86251967,-87.69564453,"(41.86251966597367, -87.69564453384106)"
Wilde,Consumption on Premises - Incidental Activity,Renew,02-16-2015,02-15-2017,01-13-2015,41.93858895,-87.64449727,"(41.93858894953284, -87.64449726642948)"
Elly' S Pancake House,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-10-2014,41.91106882,-87.63171063,"(41.91106881707658, -87.6317106335809)"
"J.R.S.-I, Inc.",Regulated Business License,Issue,06-26-2013,07-15-2015,06-26-2013,,,
Jc Cherry,Regulated Business License,Issue,10-08-2013,10-15-2015,10-08-2013,41.91894497,-87.68028282,"(41.91894496844165, -87.68028281659032)"
Gale Force Vending,Limited Business License,Renew,05-16-2014,05-15-2016,05-06-2014,41.94932356,-87.68818264,"(41.94932355803228, -87.68818263863392)"
Five Below,Limited Business License,Renew,05-16-2013,05-15-2015,03-31-2014,41.93085132,-87.78775566,"(41.93085131518802, -87.7877556545619)"
P & J All Car Service,Motor Vehicle Services License,Renew,07-16-2013,07-15-2015,05-29-2013,41.71752836,-87.65219335,"(41.71752835887192, -87.65219335375002)"
Salvador Vigneri,Limited Business License,Renew,06-16-2013,06-15-2015,05-13-2013,41.81077037,-87.70941762,"(41.810770373983104, -87.70941762173001)"
Jackson Hewitt Tax Service,Limited Business License,Renew,12-16-2013,12-15-2015,10-29-2013,41.97075873,-87.76314718,"(41.970758727750066, -87.76314717614609)"
C & L One Stop Postal,Limited Business License,Renew,06-16-2014,06-15-2016,11-12-2014,41.80111009,-87.58988882,"(41.8011100928242, -87.58988882392124)"
Davide Alexander Grody,Peddler License,Renew,11-16-2014,11-15-2016,11-10-2014,41.94516723,-87.64442843,"(41.94516722677944, -87.64442842779215)"
Miska Liquors,Tobacco Retail Over Counter,Renew,10-16-2013,10-15-2015,10-10-2013,41.95202372,-87.83295905,"(41.952023715154134, -87.83295904792494)"
Pizzeria Due,Outdoor Patio,Renew,03-16-2015,03-15-2017,02-24-2015,41.89318499,-87.62661003,"(41.8931849885056, -87.62661002969385)"
Meat On Chestnut,Consumption on Premises - Incidental Activity,Renew,12-16-2014,12-15-2016,12-16-2014,41.89832098,-87.62122152,"(41.89832098388985, -87.62122151748775)"
"Teamingsolution For Education, Inc.",Limited Business License,Issue,03-03-2015,03-15-2017,03-03-2015,41.87930273,-87.63100222,"(41.8793027287716, -87.63100222341788)"
Roots Smoke Shop,Tobacco Retail Over Counter,Issue,05-28-2013,06-15-2015,05-28-2013,41.95470024,-87.65469759,"(41.954700243184064, -87.65469758757415)"
Workbridge Associates,Limited Business License,Renew,04-16-2014,04-15-2016,04-16-2014,41.88167476,-87.63250419,"(41.88167475683708, -87.63250418895821)"
"Slack & Company, Llc",Limited Business License,Renew,09-16-2014,09-15-2016,07-29-2014,41.88656737,-87.62438467,"(41.886567370886944, -87.62438467059714)"
"Well Done Cuisine, Llc",Food - Shared Kitchen Long-Term User,Issue,03-18-2015,04-15-2017,03-18-2015,,,
Department Of Curiosities,Limited Business License,Issue,05-30-2014,06-15-2016,05-30-2014,41.91732463,-87.70299346,"(41.917324631046675, -87.70299345794271)"
"Cybrcollect, Inc.",Regulated Business License,Issue,06-27-2013,07-15-2015,06-27-2013,,,
"Ltd Acquisitions, Llc",Limited Business License,Issue,06-28-2013,07-15-2015,06-28-2013,,,
The Roomplace,Limited Business License,Renew,01-16-2014,01-15-2016,12-05-2013,41.74669239,-87.7411259,"(41.74669239397279, -87.74112590228756)"
J M Mcgann & Company,Limited Business License,Renew,12-16-2013,12-15-2015,10-30-2013,41.85176257,-87.66770438,"(41.8517625653811, -87.6677043824616)"
Rothschild Investment Corp,Limited Business License,Renew,09-16-2014,09-15-2016,08-05-2014,41.87779165,-87.63652434,"(41.877791648104406, -87.63652434443534)"
The Poet'S Study,Limited Business License,Renew,08-16-2013,08-15-2015,07-25-2013,41.9601132,-87.72873195,"(41.96011319955795, -87.72873195415563)"
Rio'S Grocery Store,Retail Food Establishment,Issue,11-26-2014,12-15-2016,11-26-2014,41.79300179,-87.73404346,"(41.793001788997735, -87.73404345625953)"
Jaime Gascon,Regulated Business License,Issue,11-12-2013,11-15-2015,11-12-2013,41.8812705,-87.68653594,"(41.88127050428818, -87.68653594017124)"
Grand Service Center Inc,Motor Vehicle Services License,Renew,01-16-2015,01-15-2017,12-08-2014,41.92022568,-87.77318022,"(41.920225683168134, -87.77318021781431)"
Paris Ouh Lala,Food - Shared Kitchen Long-Term User,Issue,07-29-2014,08-15-2016,07-29-2014,42.01122144,-87.67828572,"(42.01122144013443, -87.67828571883408)"
Lickity Split Frozen Custard And Sweets,Retail Food Establishment,Renew,08-16-2013,08-15-2015,10-10-2013,41.99257145,-87.6604939,"(41.99257145211282, -87.66049389721275)"
Damen Citgo,Tobacco Retail Over Counter,Renew,06-16-2013,06-15-2015,04-16-2013,41.77922692,-87.67405273,"(41.77922692069256, -87.67405273137854)"
Boost Mobile,Limited Business License,Issue,11-19-2014,12-15-2016,11-19-2014,41.87312341,-87.75495571,"(41.87312341300097, -87.75495571291584)"
Able Professional Services Corporation,Limited Business License,Renew,09-16-2014,09-15-2016,09-03-2014,41.88559429,-87.642526,"(41.88559428960742, -87.64252600441937)"
Liberty Tax Service 5948,Limited Business License,Renew,01-16-2015,01-15-2017,01-08-2015,41.90937301,-87.77481707,"(41.90937301411505, -87.77481706808983)"
"Super Food & Liquors, Inc.",Retail Food Establishment,Renew,08-16-2013,08-15-2015,08-13-2013,41.98356392,-87.65714629,"(41.98356391497466, -87.65714629097484)"
Kelly & Crew Inc,Limited Business License,Renew,05-16-2014,05-15-2016,05-01-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Savory Food & Liquor,Retail Food Establishment,Renew,08-16-2013,08-15-2015,11-27-2013,41.95616747,-87.75078828,"(41.95616746829924, -87.7507882794648)"
J & M Jacobs Inc,Limited Business License,Renew,02-16-2015,02-15-2017,01-26-2015,41.93958014,-87.66915793,"(41.9395801389164, -87.66915793065911)"
Everywhere Wireless,Limited Business License,Issue,12-11-2013,12-15-2015,12-11-2013,41.89564499,-87.64895792,"(41.895644987665655, -87.64895792193374)"
Nali,Food - Shared Kitchen Long-Term User,Issue,06-27-2014,07-15-2016,06-27-2014,41.83051086,-87.65081897,"(41.83051085985652, -87.65081897121267)"
Shepard Financial Services,Regulated Business License,Issue,10-01-2013,10-15-2015,10-01-2013,41.97281826,-87.65617116,"(41.972818260122935, -87.65617115988739)"
Sofancy Boutique,Limited Business License,Issue,07-30-2014,08-15-2016,07-30-2014,41.83118261,-87.62025714,"(41.83118261445068, -87.62025713570469)"
Sparkles Fine Jewelry,Limited Business License,Issue,08-12-2013,08-15-2015,08-12-2013,41.97999814,-87.6681426,"(41.97999814363952, -87.66814259951234)"
Greater Good Studio Llc,Limited Business License,Issue,04-26-2013,05-15-2015,04-26-2013,41.93333516,-87.71463061,"(41.93333515788694, -87.71463061400388)"
Lucy Africa Hair Braiding,Limited Business License,Renew,09-16-2013,09-15-2015,08-25-2014,41.69170257,-87.64221555,"(41.691702568262734, -87.64221555049556)"
Mirand Response Systems,Regulated Business License,Issue,06-28-2013,07-15-2015,06-28-2013,,,
Nellcote & Rm Champagne Salon,Retail Food Establishment,Renew,02-16-2014,02-15-2016,02-13-2014,41.88427722,-87.64865853,"(41.88427721586092, -87.6486585295976)"
Second City Properties Inc,Limited Business License,Issue,10-20-2014,11-15-2016,10-20-2014,41.74691425,-87.70246005,"(41.746914246210245, -87.70246004800133)"
Hacienda Los Torres,Retail Food Establishment,Renew,01-16-2015,01-15-2017,01-22-2015,41.92397326,-87.75798631,"(41.92397325927494, -87.75798631267563)"
Green Way Recycling Services Llc,Regulated Business License,Renew,12-16-2013,12-15-2015,03-18-2014,41.85312696,-87.73714968,"(41.85312695788415, -87.73714968152437)"
Clark Street Ale House,Tavern,Renew,02-16-2014,02-15-2016,01-13-2014,41.89613345,-87.63138315,"(41.896133448405855, -87.6313831499474)"
79Th Bp,Retail Food Establishment,Renew,11-16-2013,11-15-2015,09-25-2013,41.7496726,-87.72240199,"(41.74967260188122, -87.72240198598159)"
Scrub-A-Dub Lawrence,Limited Business License,Renew,09-16-2013,09-15-2015,09-02-2014,41.96839312,-87.72415305,"(41.96839311896768, -87.7241530468146)"
"Elite Marketing South, Inc",Limited Business License,Issue,05-14-2014,05-15-2016,05-14-2014,41.8901305,-87.6312324,"(41.890130500759554, -87.6312324009302)"
"Mpsm # 476 Realty Corp., Inc.",Limited Business License,Renew,08-16-2014,08-15-2016,06-30-2014,41.9961659,-87.80519723,"(41.99616589748652, -87.8051972322471)"
"Weight Watchers North America, Inc",Limited Business License,Renew,10-16-2013,10-15-2015,09-30-2013,41.80979204,-87.59309107,"(41.8097920410891, -87.59309107391604)"
Nail One,Limited Business License,Renew,07-16-2014,07-15-2016,06-26-2014,41.7486696,-87.66354863,"(41.748669600733685, -87.66354862693437)"
"Big City Car Care And Tire, Inc.",Motor Vehicle Services License,Renew,10-16-2013,10-15-2015,10-10-2013,41.74973412,-87.71829991,"(41.74973411804492, -87.71829990775196)"
"J T H Designs, Inc.",Regulated Business License,Renew,02-16-2015,02-15-2017,02-09-2015,41.94090916,-87.63936916,"(41.94090916326764, -87.63936915995522)"
"Lou'S Auto Maintenance & Repair, Inc.",Motor Vehicle Services License,Renew,10-16-2013,10-15-2015,09-11-2013,41.76448112,-87.68975644,"(41.764481120281616, -87.68975644441367)"
Hotchocolate,Consumption on Premises - Incidental Activity,Renew,11-16-2013,11-15-2015,10-16-2013,41.91367837,-87.6773884,"(41.91367837129988, -87.67738839670973)"
Ozinga Energy Llc,Filling Station,Issue,10-31-2013,11-15-2015,10-31-2013,41.85187338,-87.64292846,"(41.851873374631644, -87.64292846423679)"
Moher Public House,Retail Food Establishment,Renew,06-16-2014,06-15-2016,05-07-2014,41.99743523,-87.76125862,"(41.997435233866156, -87.76125861652775)"
La Bonita,Limited Business License,Issue,10-22-2013,11-15-2015,10-22-2013,41.84442867,-87.70323687,"(41.844428665779, -87.70323687321932)"
Diversey & Ashland Shell,Tobacco Retail Over Counter,Renew,02-16-2015,02-15-2017,01-09-2015,41.93245229,-87.668249,"(41.932452290408946, -87.66824899757319)"
"Pulaski Dollar & Food,Inc.",Retail Food Establishment,Renew,08-16-2014,08-15-2016,07-17-2014,41.87153179,-87.72522175,"(41.87153178494351, -87.7252217460104)"
Salerno'S,Consumption on Premises - Incidental Activity,Renew,11-16-2014,11-15-2016,10-31-2014,41.8909699,-87.65746646,"(41.89096990066963, -87.65746645551516)"
Margaret'S,Consumption on Premises - Incidental Activity,Renew,08-16-2013,08-15-2015,08-16-2013,41.95342216,-87.7561262,"(41.953422164082525, -87.75612619675917)"
"Ralcap International, Ltd.",Limited Business License,Issue,07-18-2014,08-15-2016,07-18-2014,41.88752864,-87.63264684,"(41.887528639656935, -87.63264683652446)"
Sprint,Limited Business License,Issue,06-26-2013,07-15-2015,06-26-2013,41.74947552,-87.68297884,"(41.74947552001605, -87.68297883687882)"
Hareer Food & Liquor,Retail Food Establishment,Renew,10-16-2013,09-15-2015,10-10-2013,41.79461267,-87.64531451,"(41.79461267421702, -87.64531451028982)"
Panoptic - Taris Development Llc Series 2-2458,Limited Business License,Issue,06-06-2013,06-15-2015,06-06-2013,41.89245173,-87.69165537,"(41.89245172946034, -87.69165536486639)"
Eis Collections,Regulated Business License,Issue,06-28-2013,07-15-2015,06-28-2013,,,
The Cliff Dwellers,Retail Food Establishment,Renew,04-16-2014,04-15-2016,03-17-2014,41.87948933,-87.62449813,"(41.87948932869769, -87.6244981249339)"
Stalworth Underground Llc,Limited Business License,Renew,07-16-2014,07-15-2016,05-30-2014,41.97959735,-87.84629335,"(41.97959734946426, -87.84629334884664)"
Chicago Brauhaus Inc,Public Place of Amusement,Renew,09-16-2013,09-15-2015,08-22-2013,41.96736091,-87.68791398,"(41.96736090756583, -87.68791398223213)"
Quick Food Mart,Tobacco Retail Over Counter,Renew,08-16-2014,08-15-2016,08-05-2014,41.88077601,-87.73069838,"(41.88077600783541, -87.73069838366419)"
Patterson'S Circle R Towing/Re,Limited Business License,Renew,09-16-2013,09-15-2015,10-01-2013,41.71062606,-87.62003031,"(41.71062605473831, -87.62003031188272)"
Ismael Segura,Peddler License,Issue,07-08-2013,07-15-2015,07-08-2013,41.95367708,-87.73489907,"(41.95367707523548, -87.73489907331334)"
Learning Dimensions,Regulated Business License,Issue,07-10-2013,07-15-2015,07-10-2013,41.80725439,-87.58667436,"(41.807254392728545, -87.5866743553796)"
Culture Shock Games Llc,Regulated Business License,Issue,11-08-2013,11-15-2015,11-08-2013,41.94510109,-87.64160243,"(41.94510108521152, -87.64160242635202)"
Irving-Cicero Currency Exchange Inc.,Limited Business License,Renew,08-16-2013,08-15-2015,06-26-2013,41.9535144,-87.74792174,"(41.95351439997174, -87.74792174262022)"
Delisias Mexicanas #2,Retail Food Establishment,Renew,11-16-2014,11-15-2016,11-12-2014,41.84251235,-87.71122481,"(41.84251234796448, -87.71122481384815)"
Prime Masonry Inc,Regulated Business License,Renew,08-16-2013,08-15-2015,06-25-2013,41.93763137,-87.74698803,"(41.93763137415776, -87.7469880315815)"
Exclusively Yours Autospa,Limited Business License,Renew,10-16-2014,10-15-2016,10-21-2014,41.78875409,-87.62569791,"(41.7887540849806, -87.62569790481167)"
"Pilates Plus 2, Inc.",Regulated Business License,Issue,04-24-2014,05-15-2016,04-24-2014,41.92706676,-87.64152968,"(41.92706675470967, -87.641529677542)"
Cmv Sharper Finish Inc,Manufacturing Establishments,Renew,11-16-2013,11-15-2015,10-10-2013,41.89892838,-87.73857374,"(41.89892838400633, -87.7385737441395)"
Labor Temps,Regulated Business License,Renew,08-16-2014,08-15-2016,08-04-2014,41.84438287,-87.70686296,"(41.84438287426434, -87.70686296251075)"
"The House Of Brides, Inc",Limited Business License,Renew,02-16-2014,02-15-2016,01-23-2014,41.89562284,-87.635825,"(41.89562283550215, -87.63582499692767)"
Boston'S Tavern,Retail Food Establishment,Renew,06-16-2014,06-15-2016,04-28-2014,41.84532261,-87.63865692,"(41.845322612899665, -87.63865692375772)"
New Star Motors,Limited Business License,Issue,09-19-2013,10-15-2015,09-19-2013,41.92012909,-87.74605292,"(41.920129094270926, -87.7460529194626)"
"Legends Clothing, Inc.",Limited Business License,Issue,09-03-2014,09-15-2016,09-03-2014,41.76529571,-87.64426896,"(41.7652957077341, -87.64426896091481)"
Chicago Latvian Association,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-01-2014,41.95618625,-87.72300665,"(41.95618624678358, -87.72300664892208)"
